,STOP_ID_ANONY,SUSPECTED_CRIME_DESCRIPTION,SUSPECT_ARRESTED_FLAG,FRISKED_FLAG,SEARCHED_FLAG,ASK_FOR_CONSENT_FLG,CONSENT_GIVEN_FLG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR
2154,2155,CPW,N,Y,Y,Y,Y,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),17,MALE,BLACK HISPANIC,5.1,150,MED,BRO,BLK
2155,2156,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),18,MALE,BLACK,5.11,170,MED,BRO,BLK
2156,2157,ASSAULT,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),35,MALE,BLACK,5.6,220,HEA,BRO,BLK
2157,2158,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,22,MALE,WHITE HISPANIC,5.9,150,THN,BRO,BRO
2158,2159,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.7,160,MED,BRO,BLK
2159,2160,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,5.11,180,MED,BRO,BLK
2160,2161,RECKLESS ENDANGERMENT,N,Y,N,(,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,(null),MALE,WHITE HISPANIC, , ,HEA,BRO,BLK
2161,2162,CPW,N,Y,N,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,25,MALE,BLACK,5.5,160,MED,BRO,BLK
2162,2163,PETIT LARCENY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),29,MALE,BLACK,5.1,150,THN,BLK,BLK
2163,2164,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,N,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,49,MALE,BLACK,5.8,180,MED,BRO,BLD
2164,2165,RECKLESS ENDANGERMENT,N,Y,Y,Y,Y,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(null),Y,19,MALE,WHITE HISPANIC,5.1,180,MED,BRO,BLK
2165,2166,BURGLARY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),Y,(null),Y,51,MALE,WHITE HISPANIC,5.1,160,THN,BRO,BLD
2166,2167,ASSAULT,Y,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),37,MALE,BLACK,5.11,195,MED,BRO,BLK
2167,2168,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),39,MALE,BLACK,5.9,150,THN,BRO,BLK
2168,2169,ASSAULT,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),51,MALE,BLACK HISPANIC,5.8,180,HEA,BRO,BLK
2169,2170,ROBBERY,N,Y,N,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK HISPANIC,5.9,130,THN,BRO,BLK
2170,2171,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(null),Y,29,MALE,BLACK,5.8,190,MED,BRO,BLK
2171,2172,MURDER,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,17,MALE,BLACK,5.6,150,THN,BRO,BLK
2172,2173,PETIT LARCENY,Y,N,Y,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,45,MALE,WHITE HISPANIC,5.7,155,THN,BRO,BLK
2173,2174,PETIT LARCENY,Y,N,Y,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,52,MALE,BLACK HISPANIC,6,180,MED,BRO,BLD
2174,2175,CPW,Y,Y,N,(,(,N,Y,(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),25,MALE,BLACK,5.11,160,THN,BRO,BLK
2175,2176,CPW,Y,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),25,MALE,BLACK,5.6,150,THN,BRO,BLK
2176,2177,ROBBERY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,28,MALE,BLACK,5.8,160,THN,BRO,BLK
2177,2178,ASSAULT,N,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),25,MALE,BLACK,5.2,185,MED,BRO,BLK
2178,2179,PETIT LARCENY,Y,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,43,MALE,BLACK,5.5,125,THN,BRO,BLD
2179,2180,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,35,MALE,WHITE HISPANIC,5.9,160,MED,BRO,BRO
2180,2181,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,(null),MALE,WHITE HISPANIC,5.11,170,MED,BRO,BLK
2181,2182,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),(null),MALE,BLACK,6.1,160,THN,BRO,BLK
2182,2183,CPW,N,Y,Y,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),Y,(null),(null),30,MALE,WHITE HISPANIC,5.5,220,HEA,GRY,BLK
2183,2184,THEFT OF SERVICES,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),17,FEMALE,BLACK,5.5,145,MED,BLK,BLK
2184,2185,ASSAULT,N,N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,22,MALE,BLACK,5.8,175,MED,BRO,BLK
2185,2186,CPW,N,Y,Y,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),25,MALE,BLACK,5.11,190,THN,BRO,BLK
2186,2187,CPW,N,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),29,MALE,BLACK,6.4,200,MED,BRO,BLK
2187,2188,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,Y,20,MALE,BLACK,5.8,123,THN,BRO,BLK
2188,2189,CRIMINAL SALE OF CONTROLLED SUBSTANCE,N,N,N,N,Y,N,(null),(null),(null),N,(null),(null),(null),Y,(null),(null),(null),(null),19,MALE,WHITE,5.5,140,THN,BRO,BLK
2189,2190,CRIMINAL SALE OF CONTROLLED SUBSTANCE,Y,Y,Y,N,N,Y,(null),(null),(null),N,(null),(null),(null),Y,(null),(null),(null),(null),18,MALE,BLACK HISPANIC,5.8,175,MED,BRO,BLK
2190,2191,MENACING,Y,Y,Y,Y,Y,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),22,MALE,BLACK,5.11,150,THN,BRO,BLK
2191,2192,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,13,MALE,BLACK,5.6,120,THN,BRO,BLK
2192,2193,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,14,MALE,BLACK,5.5,120,THN,BLK,BLK
2193,2194,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,14,MALE,BLACK,5.8,140,THN,BRO,BLK
2194,2195,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,14,MALE,BLACK,5.6,125,THN,BRO,BLK
2195,2196,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK, , ,THN,(null),(null)
2196,2197,CPW,N,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,30,MALE,BLACK,6.1,180,THN,ZZZ,BLK
2197,2198,CPW,N,N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),40,MALE,WHITE HISPANIC, , ,MED,BRO,BLD
2198,2199,CRIMINAL SALE OF CONTROLLED SUBSTANCE,N,N,Y,N,N,N,(null),(null),(null),N,(null),(null),(null),Y,(null),(null),(null),(null),56,MALE,WHITE HISPANIC,5.6,160,MED,BRO,BRO
2199,2200,PETIT LARCENY,Y,N,Y,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,34,MALE,BLACK,5.9,200,MED,BRO,BLK
2200,2201,ASSAULT,N,N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,15,MALE,BLACK,5.5,130,THN,BRO,BLK
2201,2202,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,13,MALE,BLACK,5.4,120,THN,BRO,BLK
2202,2203,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,13,MALE,BLACK,5.6,130,THN,BRO,BLK
2203,2204,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,16,MALE,WHITE HISPANIC,5.6,135,THN,(null),BLK
2204,2205,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,(null),MALE,BLACK,5.5,130,THN,BRO,BLK
2205,2206,ROBBERY,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,18,MALE,BLACK,5.5,150,THN,BRO,BLK
2206,2207,ROBBERY,N,Y,N,N,N,N,(null),(null),(null),N,Y,Y,(null),(null),(null),(null),(null),Y,17,MALE,WHITE HISPANIC,5.7,150,THN,BRO,BLK
2207,2208,PETIT LARCENY,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),30,MALE,WHITE,5.1,180,THN,BRO,BLK
2208,2209,GRAND LARCENY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),30,MALE,WHITE HISPANIC,5.1,230,MED,BRO,BRO
2209,2210,ASSAULT,N,Y,Y,N,(,N,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),Y,23,MALE,BLACK,5.1,180,THN,BRO,BLK
2210,2211,CRIMINAL POSSESSION OF CONTROLLED SUBSTANCE,Y,N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),38,MALE,WHITE HISPANIC,5.8,160,THN,BRO,BLD
2211,2212,OTHER,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),43,MALE,WHITE,6,165,THN,GRN,XXX
2212,2213,CPW,Y,Y,Y,N,N,Y,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(null),Y,28,MALE,BLACK,5.1,180,HEA,BRO,BLK
2213,2214,CPW,Y,Y,Y,N,N,N,(null),Y,(null),Y,(null),Y,Y,(null),(null),(null),(null),Y,39,MALE,BLACK HISPANIC,5.9,215,MED,BLK,BRO
2214,2215,PETIT LARCENY,N,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),27,MALE,BLACK,6.2,170,MED,BRO,BLK
2215,2216,ROBBERY,N,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,33,MALE,WHITE HISPANIC,5.7,180,MED,BRO,BLK
2216,2217,ASSAULT,N,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,13,MALE,BLACK,5.4,110,THN,BRO,BLK
2217,2218,ASSAULT,N,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,13,MALE,WHITE,5.4,100,THN,BRO,BLK
2218,2219,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,44,MALE,BLACK,5.9,200,MED,BRO,BLK
2219,2220,CRIMINAL SALE OF CONTROLLED SUBSTANCE,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),Y,(null),(null),(null),(null),29,MALE,WHITE HISPANIC,5.8,180,MED,BRO,BRO
2220,2221,CPW,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(null),Y,19,MALE,BLACK,5.1,200,HEA,BRO,BLK
2221,2222,ASSAULT,N,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,13,MALE,WHITE,5.7,110,THN,BRO,BLK
2222,2223,ASSAULT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,14,MALE,WHITE HISPANIC,5.4,130,THN,BRO,BLN
2223,2224,ASSAULT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,12,MALE,BLACK,5.3,120,THN,BRO,BLK
2224,2225,ASSAULT,N,Y,N,N,Y,N,(null),Y,(null),Y,(null),(null),(null),(null),(null),(null),(null),Y,13,MALE,BLACK,5.2,150,THN,BLK,BRO
2225,2226,CPW,Y,Y,Y,N,(,Y,Y,(null),(null),Y,(null),Y,Y,(null),(null),(null),(null),Y,22,MALE,BLACK,5.11,165,THN,BRO,BLK
2226,2227,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,19,MALE,BLACK,6,170,THN,BRO,BRO
2227,2228,MURDER,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),Y,Y,38,MALE,BLACK,5.1,160,MED,BRO,BLD
2228,2229,PETIT LARCENY,N,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,WHITE,5.8,150,THN,BRO,BRO
2229,2230,ROBBERY,N,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,64,MALE,BLACK HISPANIC,5.7,160,THN,BRO,GRY
2230,2231,CPW,N,N,N,N,(,N,(null),(null),(null),N,(null),Y,(null),(null),(null),Y,(null),Y,31,MALE,WHITE,5.1,160,THN,ZZZ,XXX
2231,2232,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,31,MALE,WHITE,5.9,175,MED,ZZZ,BRO
2232,2233,CPW,N,Y,N,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,18,MALE,BLACK,5.5,150,MED,BRO,BLK
2233,2234,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,Y,5,MALE,BLACK, ,170,THN,BRO,BLK
2234,2235,ASSAULT,N,Y,N,N,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,16,MALE,BLACK,5.8,150,THN,BRO,BLK
2235,2236,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),46,MALE,BLACK,5.7,120,THN,BRO,BLK
2236,2237,ASSAULT,Y,Y,Y,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,18,MALE,BLACK,5.8,140,THN,BRO,BLK
2237,2238,ROBBERY,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),42,MALE,BLACK,6.2,260,MED,BLK,GRY
2238,2239,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),(null),MALE,BLACK,6.4,230,MED,ZZZ,BLD
2239,2240,RECKLESS ENDANGERMENT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,23,MALE,BLACK,6,180,MED,BLK,BLK
2240,2241,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(null),(null),20,MALE,BLACK,5.7,140,THN,BLK,XXX
2241,2242,RECKLESS ENDANGERMENT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,18,MALE,BLACK,5.9,180,MED,BLK,BLK
2242,2243,PETIT LARCENY,Y,N,Y,Y,Y,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),58,MALE,BLACK,5.6,175,MED,BRO,GRY
2243,2244,ASSAULT,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),57,MALE,BLACK,5.7,180,MED,BRO,BLK
2244,2245,AUTO STRIPPIG,Y,N,Y,N,N,N,(null),Y,(null),Y,(null),(null),Y,(null),(null),(null),(null),(null),52,MALE,WHITE,5.9,165,MED,BRO,WHI
2245,2246,ROBBERY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),23,MALE,BLACK,5.1,170,MED,BRO,BLK
2246,2247,ROBBERY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),21,MALE,BLACK HISPANIC,5.1,150,MED,BRO,BLK
2247,2248,PETIT LARCENY,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),33,MALE,BLACK,5.1,140,THN,BRO,BLK
2248,2249,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,44,MALE,BLACK,5.5,150,MED,BLK,BLK
2249,2250,PETIT LARCENY,Y,N,Y,N,N,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),45,MALE,BLACK,5.11,250,HEA,BLK,BLK
2250,2251,ROBBERY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),16,MALE,BLACK,5.11,140,THN,BRO,BLK
2251,2252,CPSP,N,Y,N,N,(,N,(null),(null),(null),N,Y,(null),(null),(null),(null),(null),(null),(null),37,MALE,WHITE HISPANIC,5.5,180,MED,BRO,BLK
2252,2253,OTHER,Y,N,N,N,(,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,Y,47,MALE,WHITE HISPANIC,5.9,185,HEA,BRO,GRY
2253,2254,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),Y,(null),(null),(null),(null),(null),(null),17,MALE,BLACK,5.5,160,MED,BRO,BLK
2254,2255,OTHER,N,N,Y,(,(,N,(null),(null),(null),N,Y,(null),Y,(null),(null),(null),(null),Y,(null),MALE,WHITE,5.6, ,THN,(null),GRY
2255,2256,ASSAULT,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),37,MALE,WHITE,5.1,170,THN,BRO,BRO
2256,2257,BURGLARY,N,N,N,N,N,Y,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),57,MALE,BLACK HISPANIC,5.6,180,MED,BRO,BLK
2257,2258,BURGLARY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,56,MALE,BLACK,5.6,180,MED,BRO,BLK
2258,2259,PETIT LARCENY,N,Y,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),33,MALE,BLACK HISPANIC,6, ,THN,BLK,BRO
2259,2260,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,42,MALE,WHITE,5.11,180,THN,GRN,BLN
2260,2261,ROBBERY,N,N,N,N,N,N,(null),(null),(null),N,(null),Y,Y,(null),(null),(null),(null),Y,40,MALE,WHITE,5.11,160,MED,GRN,BLN
2261,2262,CPSP,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,25,MALE,WHITE HISPANIC,5.1,180,MED,BRO,BLK
2262,2263,OTHER,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),61,MALE,BLACK,5.8,180,HEA,BRO,BLD
2263,2264,PETIT LARCENY,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,45,MALE,BLACK,5.9,160,THN,BLK,BLD
2264,2265,CRIMINAL TRESPASS,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),22,MALE,BLACK,6.1,180,MED,BRO,BLK
2265,2266,CRIMINAL TRESPASS,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),26,MALE,BLACK,5.1,160,THN,BRO,BLK
2266,2267,GRAND LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),48,MALE,ASIAN / PACIFIC ISLANDER,5.9,150,MED,ZZZ,BLK
2267,2268,GRAND LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,(null),55,MALE,ASIAN / PACIFIC ISLANDER,5.8,190,MED,BLK,BLK
2268,2269,GRAND LARCENY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),(null),Y,15,MALE,BLACK,5.7,130,THN,BRO,BLK
2269,2270,ROBBERY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,61,MALE,BLACK,6,150,THN,BRO,BLD
2270,2271,PETIT LARCENY,Y,Y,Y,Y,Y,Y,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),43,FEMALE,BLACK,5.6,140,MED,BRO,BLK
2271,2272,CPW,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),15,MALE,WHITE HISPANIC,5.5,120,THN,BRO,BLK
2272,2273,CRIMINAL MISCHIEF,N,Y,N,N,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,61,MALE,BLACK,6,200,MED,BRO,BLK
2273,2274,ROBBERY,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,16,MALE,WHITE,5.6,130,THN,BRO,BLK
2274,2275,CPW,N,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,39,MALE,WHITE HISPANIC,6,220,MED,BRO,BRO
2275,2276,ASSAULT,Y,N,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,22,MALE,BLACK,5.8,140,THN,BRO,BLK
2276,2277,ROBBERY,N,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),30,MALE,BLACK,5.1,180,MED,BRO,BLK
2277,2278,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,26,MALE,BLACK,5.1,180,MED,BRO,BLK
2278,2279,PETIT LARCENY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),43,MALE,BLACK,5.5,200,HEA,BRO,BLK
2279,2280,CRIMINAL TRESPASS,N,Y,N,Y,Y,N,(null),(null),(null),N,Y,(null),(null),(null),(null),(null),(null),(null),25,MALE,BLACK,6.1,180,MED,BRO,BLK
2280,2281,CRIMINAL TRESPASS,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),32,MALE,BLACK,6,190,THN,BRO,BLK
2281,2282,CPW,N,N,N,N,N,N,(null),(null),Y,Y,(null),Y,Y,(null),(null),(null),(null),Y,38,MALE,WHITE HISPANIC,5.9,210,MED,BRO,BLK
2282,2283,ROBBERY,Y,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,32,FEMALE,WHITE HISPANIC,5,200,HEA,BRO,RED
2283,2284,ROBBERY,Y,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),23,MALE,WHITE HISPANIC,6.2,150,THN,BRO,XXX
2284,2285,ROBBERY,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),29,MALE,BLACK,6.2,220,MED,BRO,(null)
2285,2286,OTHER,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),(null),(null),(null),(null),Y,(null),(null),MALE,BLACK,5.1,190,MED,ZZZ,BLK
2286,2287,CRIMINAL TRESPASS,Y,N,N,(,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),19,MALE,BLACK, , ,(null),(null),(null)
2287,2288,CRIMINAL TRESPASS,Y,N,N,(,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),18,MALE,BLACK, , ,(null),(null),(null)
2288,2289,CRIMINAL TRESPASS,Y,N,N,(,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),18,MALE,BLACK, , ,(null),(null),(null)
2289,2290,CRIMINAL TRESPASS,Y,N,N,(,(,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),18,MALE,BLACK, , ,(null),(null),(null)
2290,2291,OTHER,Y,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,26,MALE,BLACK,6.2,160,MED,BRO,BLK
2291,2292,CPSP,N,Y,Y,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),Y,Y,32,MALE,BLACK,5.1,165,MED,BRO,BLK
2292,2293,ASSAULT,N,N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),31,MALE,BLACK,5.8,170,THN,BLK,BLD
2293,2294,PETIT LARCENY,N,N,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,40,MALE,BLACK,6,170,THN,BRO,BLD
2294,2295,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),57,MALE,BLACK,5.8,190,THN,BLK,(null)
2295,2296,CPW,N,Y,N,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),38,MALE,WHITE HISPANIC,5.8,185,MED,BLK,BLK
2296,2297,CPW,Y,Y,N,N,N,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),(null),16,MALE,BLACK HISPANIC,5.4,125,THN,BRO,BLK
2297,2298,PETIT LARCENY,Y,N,Y,Y,Y,N,(null),(null),(null),N,(null),(null),Y,(null),(null),(null),(null),Y,32,MALE,BLACK,5.6,140,THN,BLK,BLK
